GPA,Credits_Completed,Exam_Scores,Attendance_Percentage,Coding_Skills,Communication_Skills,Leadership_Skills,Clubs_Joined,Events_Participated,Internship_Completed,Internship_Duration_Months,Library_Visits_Per_Week,Online_Course_Hours_Per_Week,Employment_Competitiveness
3.83,26,59,62.03,2,2,9,2,3,0,2,7,2,Low
2.72,59,65,93.86,6,6,6,2,7,0,5,11,9,Medium
3.16,89,91,69.76,3,6,7,0,0,1,6,14,8,High
3.26,87,91,73.32,2,4,3,3,1,0,9,3,6,Low
2.03,68,59,93.03,6,5,9,0,4,0,2,7,6,High
3.33,71,55,76.09,4,7,3,0,5,1,4,11,6,Medium
2.36,133,98,59.67,5,8,6,3,4,1,11,12,11,High
3.92,126,54,94.6,5,6,4,1,2,0,7,8,3,Medium
2.3,48,55,51.55,3,5,9,2,9,1,1,14,19,Low
2.83,97,96,94.77,4,3,1,0,6,0,6,1,12,Low
2.17,28,74,52.53,3,7,9,2,0,1,0,3,2,Medium
3.99,95,99,83.29,7,8,4,3,1,1,6,10,19,High
3.0,61,53,53.58,1,3,5,1,8,0,0,5,8,High
3.19,147,89,85.31,6,5,1,4,3,1,3,6,19,Medium
2.13,39,97,51.7,4,2,1,1,7,0,3,4,12,Medium
3.5,91,81,92.12,1,4,6,3,8,0,11,9,0,Low
2.42,84,84,73.3,1,4,1,1,6,0,4,11,5,Medium
3.8,132,59,54.67,5,8,2,4,0,1,1,9,19,Medium
2.41,43,83,85.34,5,3,3,0,4,0,11,12,7,High
2.38,147,85,74.46,7,5,7,1,5,1,10,6,16,Low
2.07,102,55,59.55,4,5,2,3,7,0,11,13,17,High
2.94,82,92,50.78,9,2,5,1,9,1,5,10,3,Medium
3.13,79,95,70.9,4,9,9,4,7,1,5,14,11,Low
2.13,118,65,54.28,7,4,8,3,8,1,7,3,15,Low
3.55,81,68,54.71,5,9,8,1,8,1,9,7,17,Low
2.91,49,83,63.37,5,9,2,3,3,0,11,2,9,Medium
3.05,41,74,81.52,6,2,1,4,5,0,0,12,3,High
2.88,145,80,76.5,8,9,9,0,2,0,3,2,1,High
2.8,61,98,53.45,5,9,4,4,0,0,11,4,14,Medium
3.12,117,90,98.42,3,2,9,0,5,1,1,5,8,Low
2.31,50,66,94.36,6,6,7,2,0,0,10,2,14,Medium
2.36,131,96,62.96,2,9,6,4,8,1,7,9,4,High
3.72,141,79,56.12,8,4,9,0,5,1,11,14,18,Low
3.89,36,88,97.12,8,2,4,2,0,0,3,1,2,Medium
2.75,57,80,73.06,3,7,1,2,2,0,7,4,16,Low
2.54,129,68,65.56,8,9,5,2,0,0,1,9,12,High
3.29,41,84,74.52,9,6,6,3,1,0,3,5,2,High
2.82,75,78,88.64,5,4,6,4,5,0,11,2,3,High
2.05,138,50,58.42,5,1,1,4,6,1,8,6,17,Low
2.31,76,53,88.37,6,4,7,4,0,0,4,2,2,Low
3.43,54,77,87.47,7,3,8,4,9,0,5,14,13,High
3.32,133,67,76.97,3,7,5,3,4,0,9,11,15,Low
2.05,144,75,93.29,5,5,2,4,5,1,11,12,11,Medium
2.44,148,89,56.61,1,3,2,0,3,0,8,1,10,Medium
2.46,71,68,79.77,5,2,5,2,5,1,8,13,1,Medium
3.34,104,55,72.47,4,2,7,3,4,1,6,12,0,Medium
2.04,84,50,71.11,1,5,7,3,6,1,10,9,12,Low
2.21,148,57,62.63,7,8,4,4,3,0,1,3,17,High
3.6,40,82,68.61,1,8,3,2,0,1,6,2,17,Medium
2.36,35,92,55.41,8,5,9,0,1,1,8,6,12,Medium
3.31,142,70,62.58,2,2,7,2,5,1,1,7,3,High
2.48,80,73,63.6,5,4,2,1,9,0,6,2,0,Medium
2.2,73,74,86.03,6,7,1,2,1,1,11,5,14,High
2.49,45,96,52.43,9,6,2,0,4,0,6,0,16,Medium
3.44,99,92,82.56,7,7,3,0,3,1,2,4,5,Medium
3.71,84,68,61.07,6,5,5,0,6,1,5,1,4,High
3.66,119,78,54.09,5,2,3,3,3,0,7,0,0,Medium
2.79,93,59,65.04,6,8,9,3,6,1,9,12,15,Medium
3.34,36,61,61.22,4,2,4,1,7,1,7,6,13,High
2.41,140,82,77.6,1,8,7,2,6,1,2,9,4,Low
2.59,42,56,67.87,9,7,4,4,1,0,5,3,2,Medium
3.79,154,66,98.3,5,3,3,1,0,0,1,4,2,High
2.03,90,59,98.18,8,4,1,4,4,0,1,1,11,Medium
2.17,127,80,72.19,7,7,9,4,6,1,7,7,17,Medium
2.42,98,55,89.75,8,4,1,1,0,1,10,14,8,High
2.05,65,66,50.66,1,9,1,2,7,1,9,10,16,Low
2.36,97,99,77.39,9,7,1,4,2,0,4,12,16,High
3.17,35,86,87.16,1,1,5,3,6,0,4,9,19,High
2.84,90,67,60.85,3,1,7,3,2,0,10,13,17,Low
3.79,115,75,53.06,8,4,7,1,3,1,3,2,2,Medium
3.63,21,98,57.8,1,9,1,4,7,0,10,6,17,High
2.68,29,65,72.09,1,4,6,1,1,0,9,10,14,High
2.52,144,57,75.32,6,5,9,3,5,1,3,0,0,Medium
2.76,100,73,69.04,5,1,6,1,9,0,7,9,2,High
3.18,159,62,72.0,6,2,4,4,8,1,2,0,6,Medium
2.54,89,78,73.51,3,4,9,4,9,1,10,13,9,Medium
3.25,51,81,88.47,6,4,3,3,8,0,2,6,8,Medium
2.82,124,73,55.26,2,6,4,0,4,0,7,0,8,High
3.1,103,65,88.45,8,6,4,0,2,1,2,11,7,Low
2.87,148,60,84.43,6,8,4,2,5,0,11,8,5,Medium
2.59,77,81,87.08,4,9,6,3,8,1,1,8,0,Low
3.9,153,55,86.72,4,1,7,2,5,0,10,7,15,Low
3.53,64,84,73.53,7,1,9,3,3,0,4,7,9,Low
2.28,116,82,60.57,3,6,3,4,4,1,10,14,10,High
3.74,42,67,76.83,3,4,8,3,6,1,2,3,11,Low
2.97,42,86,97.9,6,4,8,1,9,0,5,3,2,Low
3.79,154,62,79.43,9,1,1,2,2,0,10,4,5,High
3.6,98,59,50.55,1,9,5,3,8,1,6,8,7,Medium
2.85,63,86,52.99,5,3,5,2,0,0,2,2,12,Low
2.04,46,75,99.64,1,5,8,3,7,0,8,3,18,Medium
2.54,45,95,53.6,1,1,8,0,4,0,9,9,7,High
3.08,116,66,52.3,3,8,2,2,9,1,0,4,12,High
3.27,55,50,67.65,3,3,3,4,8,0,6,6,3,Low
2.52,128,74,98.47,4,1,2,4,1,0,3,4,2,Medium
2.28,74,83,65.93,3,6,1,3,0,0,6,8,19,Low
3.67,88,88,70.49,6,1,2,4,9,1,8,5,2,Medium
3.97,80,59,81.7,4,3,6,4,6,1,8,2,11,Low
3.05,149,69,51.21,8,5,1,2,9,0,0,5,4,Low
2.34,74,56,94.89,1,4,6,3,8,1,9,5,5,High
2.54,141,65,75.97,8,7,1,2,4,1,11,14,17,Low
2.04,116,86,73.34,1,6,2,3,3,0,3,11,19,Medium
3.83,99,78,93.04,1,3,8,4,3,0,6,9,13,Medium
2.24,106,61,97.65,7,8,6,3,7,1,9,0,4,High
3.15,57,66,71.17,1,8,9,3,0,0,5,6,10,Medium
2.55,138,97,58.62,9,2,1,1,0,0,8,2,8,High
3.11,97,69,90.79,8,7,5,3,7,0,6,0,16,Low
3.3,54,75,70.16,1,1,7,1,1,0,2,0,11,Low
3.66,98,97,96.78,2,2,9,2,9,1,6,4,0,Medium
2.41,86,68,97.49,2,8,9,1,5,1,9,13,0,High
2.02,106,96,55.74,2,1,4,2,1,0,4,9,3,Medium
2.27,53,61,97.83,6,2,4,3,4,0,1,9,17,Medium
3.8,116,70,68.41,4,1,4,2,2,1,9,1,16,Low
3.75,90,91,82.31,8,5,3,4,6,0,2,1,11,Medium
3.19,22,83,51.74,1,7,8,3,8,0,5,11,19,Medium
3.2,77,56,94.44,4,6,5,1,1,0,5,3,11,Low
3.33,51,94,82.08,5,6,7,0,6,1,6,9,4,Medium
2.35,50,84,82.18,9,6,6,3,7,0,5,14,0,Medium
3.83,101,64,95.11,5,8,9,4,9,0,8,10,18,Low
2.84,62,50,75.42,3,5,3,2,7,0,4,11,6,Low
2.77,154,75,70.53,4,7,6,1,6,0,4,11,14,Low
3.04,124,84,93.31,7,3,3,1,3,0,7,14,13,Medium
2.09,20,74,87.12,1,9,2,4,3,1,7,14,2,High
2.33,80,91,97.45,6,3,3,4,9,0,0,6,4,High
3.48,33,64,97.01,8,6,2,3,8,1,2,7,5,Medium
2.17,25,71,69.12,1,3,2,0,9,1,5,10,10,Low
3.21,122,55,72.35,8,1,7,0,8,0,5,9,18,High
2.49,29,64,62.8,7,1,3,2,4,0,0,6,1,Low
2.78,90,73,83.03,1,3,8,1,6,0,1,8,11,Low
2.58,109,70,68.23,9,4,2,3,6,0,9,6,13,Low
2.71,145,56,89.31,3,2,7,1,8,0,6,3,8,Low
3.44,116,78,56.08,2,9,3,3,6,0,0,8,19,Medium
2.59,93,81,55.82,7,8,9,4,7,0,9,8,15,High
3.13,134,81,60.22,3,3,7,2,6,0,4,2,16,High
2.95,70,54,54.21,1,7,9,4,3,0,0,9,16,Low
3.33,75,53,81.0,3,4,2,1,1,0,5,13,1,Low
3.87,60,71,57.37,6,5,6,2,2,1,6,7,9,Low
3.47,51,67,58.0,3,4,5,3,6,0,7,0,10,Low
2.43,34,84,50.71,5,9,2,3,8,0,11,1,2,Medium
2.06,81,66,89.1,9,7,4,2,1,0,2,7,1,High
2.52,47,99,90.61,7,4,4,4,6,1,2,12,3,Medium
3.19,83,99,58.1,2,8,8,2,3,1,10,7,7,Medium
2.1,149,73,86.98,1,2,7,4,6,1,0,5,18,Low
2.99,146,51,71.68,7,7,5,2,4,0,11,7,19,Medium
3.19,55,62,61.98,4,1,9,4,6,1,2,13,17,Low
2.67,133,64,81.07,7,8,1,0,5,0,4,13,0,Medium
3.54,32,54,58.92,6,6,4,2,1,0,5,7,1,Low
2.21,34,52,87.84,7,5,5,4,6,1,2,1,7,Low
2.15,108,86,52.38,4,9,8,1,4,0,3,2,9,Medium
3.46,41,86,97.96,3,9,3,1,8,1,4,6,18,High
2.99,93,86,53.59,5,3,5,2,0,1,4,2,6,High
3.38,44,52,78.97,3,9,3,2,0,1,8,12,16,Medium
2.87,120,84,95.11,3,9,7,3,1,0,7,14,2,Low
2.49,136,72,50.6,4,2,3,4,7,0,0,14,14,Medium
3.64,60,77,74.93,8,5,7,2,8,0,1,10,3,Medium
3.6,107,79,67.5,2,2,2,1,6,0,11,1,16,Medium
3.39,129,67,79.02,4,1,7,1,0,1,4,5,10,Low
2.54,139,85,61.27,3,7,9,1,6,0,11,1,5,Low
3.18,116,82,53.24,7,4,5,4,7,1,2,13,16,Low
2.72,76,75,81.3,2,5,6,0,6,0,6,1,9,Medium
2.18,149,97,70.84,1,4,3,2,4,1,10,14,0,High
3.83,115,89,81.12,1,6,5,0,6,1,5,10,17,Low
2.27,140,66,60.53,6,2,5,4,9,0,1,1,13,Medium
3.9,81,89,66.94,3,8,3,2,1,1,7,3,18,Low
2.89,156,56,78.08,7,4,8,3,8,0,4,13,17,Medium
2.37,87,57,79.66,8,8,6,2,1,0,5,6,0,High
3.08,100,80,68.62,5,3,3,2,1,1,7,14,0,Medium
3.75,36,61,64.0,5,5,1,2,4,0,5,5,8,Medium
3.46,136,97,63.69,2,3,1,2,7,1,9,4,13,Medium
3.61,69,80,58.73,8,7,2,2,5,0,2,3,2,High
3.32,131,93,66.27,1,3,5,4,8,1,6,1,11,Low
3.38,113,68,59.97,9,8,7,2,5,1,3,10,16,High
3.7,104,59,81.69,1,9,1,4,4,0,5,7,16,Low
2.5,93,88,78.45,1,2,1,2,0,0,5,12,1,Medium
2.98,128,61,69.13,1,3,4,2,7,1,10,11,5,Medium
2.44,37,69,66.29,7,7,6,4,2,0,4,1,0,High
3.98,61,86,61.88,4,5,9,2,1,1,0,14,11,Medium
3.89,120,97,76.77,7,7,1,1,6,0,7,14,3,Medium
2.08,64,90,95.95,5,2,5,2,1,1,9,10,15,Low
3.41,101,56,84.29,7,4,9,3,0,0,1,7,19,Low
3.85,36,63,87.22,7,1,8,4,1,1,3,9,10,Medium
2.36,92,60,91.72,4,5,7,2,5,0,11,13,19,High
3.14,33,56,67.58,2,8,2,2,1,0,2,3,19,High
3.83,151,78,53.14,8,1,9,4,0,1,5,11,9,High
2.07,101,59,81.13,2,7,8,0,0,1,10,4,7,Low
3.39,139,78,59.43,9,7,9,1,3,1,0,14,1,Medium
2.59,139,58,78.45,5,7,9,1,7,1,8,10,7,High
3.85,66,85,86.98,9,1,9,2,5,1,4,0,0,Low
3.94,126,97,89.18,9,3,3,4,3,1,4,1,6,Low
3.89,127,59,65.09,8,2,7,3,5,0,3,10,13,Medium
2.95,28,68,75.62,8,5,1,2,5,0,3,7,3,Medium
3.72,98,80,81.05,4,2,9,1,8,1,0,0,16,Medium
3.69,34,66,90.97,4,5,9,2,3,0,8,2,1,High
2.64,38,58,88.07,2,5,3,4,5,1,8,1,1,Low
3.66,109,94,99.4,4,4,5,3,9,0,3,9,7,Medium
2.07,45,82,50.4,4,7,8,0,0,1,9,4,6,Low
3.19,111,83,71.87,6,6,6,3,6,1,9,11,7,Low
2.46,101,94,62.8,3,2,9,2,6,0,3,3,19,High
2.24,150,73,55.99,2,4,3,1,0,1,11,3,16,High
2.15,61,58,95.58,8,7,7,4,7,0,6,12,16,Medium
3.39,38,56,99.9,2,9,6,2,4,0,3,3,6,Low
2.68,36,65,59.03,8,9,5,0,8,0,0,10,4,Low
3.45,95,68,51.92,7,3,4,4,7,0,10,3,14,Low
2.13,82,88,63.75,3,1,5,4,2,0,8,3,1,Low
2.63,150,55,91.74,6,9,4,4,0,0,1,5,10,High
3.08,126,99,64.69,6,8,3,2,2,0,4,1,16,High
3.58,68,60,52.85,5,7,7,0,1,0,3,12,12,Medium
2.64,74,61,52.62,8,6,6,2,1,0,7,12,3,Medium
3.25,118,91,71.37,5,7,4,4,3,0,5,14,17,Low
3.77,71,62,96.59,7,9,9,4,1,1,6,3,13,High
3.23,119,61,64.3,6,6,1,1,7,0,1,13,18,High
2.47,136,70,71.36,7,3,1,3,4,0,3,6,2,High
2.05,137,59,55.1,9,3,9,2,0,1,3,6,3,Medium
3.74,26,69,74.68,3,4,7,0,5,1,11,0,8,Low
2.04,65,99,84.83,7,8,2,4,6,1,1,9,13,Medium
3.75,65,85,63.56,3,9,5,2,0,1,9,11,16,Low
3.06,119,77,64.84,2,8,4,3,2,0,3,8,1,High
3.88,73,73,92.1,7,2,1,2,8,0,8,6,13,Medium
3.6,81,54,50.52,4,4,9,3,6,0,7,10,15,Low
4.0,148,86,81.82,1,4,6,2,3,1,10,5,18,High
2.7,68,61,69.69,6,2,6,1,5,1,0,13,15,Medium
3.53,44,84,64.92,6,8,4,2,5,0,7,1,10,Medium
2.8,29,89,82.88,6,3,2,1,2,1,10,5,13,Low
2.96,137,51,91.73,2,2,8,3,1,0,8,4,6,Low
3.26,111,99,77.92,1,7,8,4,4,1,7,8,4,High
3.75,153,90,51.55,3,1,3,4,7,1,9,11,7,Medium
3.97,99,94,73.07,2,6,7,2,2,0,0,0,16,High
3.54,90,88,73.14,6,3,7,0,4,0,7,4,13,High
2.84,97,91,77.19,6,3,5,2,2,0,11,2,9,Low
2.84,62,58,83.55,5,5,5,1,6,1,4,8,11,Low
3.48,109,71,50.97,5,3,8,1,5,1,8,11,4,Medium
2.48,97,96,75.1,9,4,4,3,5,0,8,0,7,High
2.22,45,54,79.42,5,3,1,2,0,0,5,5,11,Medium
2.71,140,61,67.17,6,7,1,3,1,0,2,2,3,High
2.57,64,50,83.42,4,3,9,0,5,1,11,0,12,Low
2.59,82,93,61.41,1,4,4,4,7,1,6,10,16,Low
2.47,87,71,65.87,4,2,1,4,4,0,2,14,4,Low
2.08,21,87,98.14,2,2,2,2,1,0,6,2,5,Low
2.04,127,68,67.4,3,9,7,3,4,0,7,14,8,High
3.98,49,65,67.33,7,1,2,3,8,1,4,1,4,Low
2.86,68,80,79.78,7,1,1,0,5,1,4,9,1,High
2.77,159,52,98.55,1,1,9,3,4,0,3,11,2,High
3.36,63,72,99.15,8,3,5,1,9,1,2,11,10,Low
2.44,32,91,78.98,7,2,4,1,5,0,11,11,9,Medium
3.9,97,67,50.05,1,3,4,1,8,0,7,7,2,Medium
3.57,145,75,95.03,8,5,1,2,6,0,10,2,8,Low
2.18,117,62,78.51,2,9,3,1,9,1,5,10,7,Low
2.84,45,67,68.3,8,2,1,1,2,0,5,6,15,Low
3.76,67,52,91.46,3,1,5,4,9,0,1,9,1,High
3.89,85,72,69.99,7,6,5,2,9,1,3,5,9,Medium
2.93,106,52,51.7,6,3,9,1,4,0,4,14,13,Medium
3.23,98,74,91.05,5,7,8,0,3,0,10,6,4,High
2.33,42,76,77.29,2,6,5,1,4,0,9,10,0,Medium
3.98,100,93,66.91,2,7,5,2,7,0,4,6,12,High
2.46,67,76,62.54,1,5,7,3,5,1,2,9,3,High
3.89,143,88,79.69,9,1,2,4,3,1,9,0,8,Low
3.3,149,74,60.4,8,3,7,4,4,0,4,3,15,Low
3.22,103,73,66.19,8,3,1,2,6,1,4,3,18,Low
3.03,39,57,81.83,1,7,5,1,7,1,1,4,13,Low
2.46,65,58,94.08,5,3,6,0,4,1,4,13,19,High
2.35,150,95,76.64,6,5,1,1,1,1,2,9,7,High
2.44,31,86,87.96,2,4,9,1,5,1,2,4,9,Low
2.37,59,79,88.15,5,4,9,0,8,1,4,7,19,Medium
3.56,85,68,83.22,6,7,1,4,2,1,8,3,0,Low
2.7,119,65,62.29,9,1,4,1,6,1,1,12,19,High
2.12,97,73,93.34,1,7,8,3,7,0,8,0,4,High
3.94,35,93,71.81,3,8,2,3,5,0,2,14,14,High
3.77,102,70,52.21,9,3,8,2,2,0,11,4,7,Medium
3.86,63,85,62.23,1,3,9,2,0,0,6,0,9,Low
3.99,153,89,88.28,1,4,9,0,2,0,11,11,5,Low
2.35,119,88,53.46,1,6,1,0,5,0,0,2,14,Medium
2.79,41,96,57.37,7,7,9,2,3,0,0,14,14,Medium
3.52,37,55,84.71,5,1,4,1,0,0,7,7,9,High
3.39,31,54,94.63,6,4,8,4,5,1,8,9,18,High
2.31,142,63,81.69,8,7,9,3,0,0,2,14,3,High
3.63,136,94,61.11,2,2,3,0,7,0,5,4,5,High
2.45,70,91,52.67,2,1,6,2,2,1,2,6,14,Low
2.45,90,99,80.76,3,1,3,3,2,1,5,13,5,Low
3.07,67,53,52.37,3,6,1,0,0,0,6,0,17,Medium
3.19,38,57,80.64,3,5,6,0,2,0,4,5,10,Low
3.16,25,73,61.28,4,1,5,1,6,0,2,11,11,Low
2.18,103,60,95.23,3,3,3,0,9,1,7,13,7,Low
3.75,72,66,73.75,2,7,4,4,7,0,4,7,13,Low
2.53,126,99,61.2,9,9,2,0,7,1,0,5,3,Medium
2.26,120,70,92.66,6,9,4,4,2,0,11,3,17,Low
3.78,67,75,62.7,3,6,4,1,4,1,8,10,5,High
3.91,154,92,65.33,9,3,3,4,0,1,2,7,5,High
3.72,88,97,91.71,4,1,6,3,8,1,1,14,18,Low
3.62,30,93,65.44,4,3,1,0,7,0,2,7,1,Low
3.31,150,94,70.51,8,2,9,2,9,0,6,13,3,High
3.1,141,76,67.38,7,5,3,2,1,1,11,13,4,High
2.17,88,65,55.82,7,8,3,4,9,1,10,5,14,High
2.82,42,75,51.94,7,5,3,1,0,1,11,7,2,Medium
2.75,56,82,86.23,5,1,7,4,3,0,9,11,15,Low
2.52,28,80,82.26,7,3,8,4,8,1,7,5,12,Medium
3.45,34,97,64.12,4,5,2,4,7,0,1,14,11,Medium
2.99,150,96,64.78,8,7,1,3,2,0,6,3,8,Low
2.16,112,55,97.25,9,5,5,3,9,1,10,10,10,Low
2.44,36,93,99.38,3,5,8,4,5,1,4,11,7,Low
3.37,91,57,73.67,7,7,3,1,8,0,8,5,6,High
2.15,140,56,90.12,9,8,6,0,9,0,6,14,3,Medium
3.7,30,83,86.83,1,8,3,2,7,0,0,8,1,High
2.99,91,93,64.87,2,7,6,3,9,1,0,7,18,Low
2.96,125,63,52.93,7,3,4,0,4,0,5,14,11,Low
3.18,144,65,57.13,2,2,7,3,8,0,8,13,2,Medium
3.65,54,92,91.91,7,1,1,3,8,1,0,6,18,High
2.7,138,58,86.56,1,6,1,3,2,0,2,4,2,Medium
3.36,33,59,83.22,3,9,5,4,7,1,4,12,18,Low
3.13,33,66,56.53,5,3,9,4,3,1,3,6,18,Medium
2.53,29,61,82.0,6,5,5,3,9,1,0,0,6,High
3.76,159,55,88.61,9,9,4,3,6,1,9,7,13,Medium
3.59,57,68,93.03,9,9,8,2,9,1,3,4,3,Medium
3.32,127,92,50.66,3,7,5,0,7,1,3,6,5,Low
3.7,138,90,84.22,8,4,1,0,6,1,10,6,13,High
3.73,53,78,50.95,4,2,7,1,4,1,11,7,7,Low
3.42,29,55,85.34,7,2,4,1,0,1,9,6,17,High
3.67,141,74,81.78,6,4,5,1,7,0,3,5,14,Medium
3.39,134,73,57.42,8,1,6,4,4,1,2,11,18,Medium
3.36,20,74,88.31,6,4,7,4,2,0,6,5,17,Medium
3.24,31,65,53.42,4,6,2,2,1,0,0,4,14,Low
3.51,122,65,91.32,2,6,1,4,2,1,1,4,11,High
2.32,23,55,63.1,7,7,3,1,8,1,0,3,17,Medium
3.76,117,86,84.44,4,5,1,3,1,1,3,6,4,High
3.74,125,70,96.18,9,9,4,1,9,0,4,12,14,Medium
2.06,104,53,66.99,9,2,6,2,0,1,10,11,8,Medium
3.65,140,83,75.14,7,2,5,3,1,0,9,10,7,Low
2.26,151,77,73.16,5,4,4,4,1,0,4,13,7,Low
2.67,101,87,57.88,3,4,7,3,4,0,1,2,2,Medium
3.49,38,90,79.52,3,4,6,2,0,1,10,4,12,Medium
2.32,149,77,87.15,9,1,3,4,9,1,2,14,12,Medium
3.64,31,66,95.84,9,4,9,0,7,0,3,2,11,High
3.66,100,63,92.54,4,5,5,1,1,0,9,7,14,Medium
3.01,93,56,75.5,1,9,1,1,5,0,5,14,13,High
2.01,117,71,85.95,5,3,6,2,4,0,5,4,0,Low
2.57,25,50,90.04,8,3,5,2,1,1,11,14,1,Medium
3.23,155,78,74.67,4,5,8,1,9,1,1,10,3,High
3.96,144,80,55.77,4,6,4,3,0,0,1,12,12,Low
3.26,70,79,71.9,9,3,1,0,5,0,8,9,9,High
2.52,30,64,92.12,9,1,2,0,5,0,11,5,12,Medium
3.27,146,67,79.83,7,8,8,2,2,1,1,0,0,Medium
3.08,159,84,86.22,8,1,8,2,7,1,1,13,10,Low
3.56,92,99,59.26,4,2,5,3,8,0,2,10,17,High
2.21,21,79,98.22,8,3,6,2,2,1,8,3,8,High
3.52,27,83,70.2,6,6,2,0,8,1,5,8,5,Low
3.08,158,91,82.68,3,4,9,1,7,0,10,14,12,High
3.93,143,60,50.94,7,4,6,0,4,1,11,14,4,High
2.68,72,76,56.37,3,9,9,3,5,1,5,4,9,High
3.27,29,73,89.1,7,6,3,1,0,1,11,14,4,Low
3.86,131,84,98.4,5,2,6,1,4,1,9,0,9,High
2.21,27,88,66.0,4,7,5,0,9,1,4,14,4,Low
3.87,55,57,51.86,3,3,9,1,9,1,6,3,19,Low
3.38,125,67,68.04,8,9,1,1,6,0,10,11,10,High
2.14,33,62,50.87,4,6,9,2,0,0,3,5,4,Low
2.6,105,94,59.62,8,8,5,1,9,0,9,6,4,High
3.42,69,73,87.62,3,1,1,3,8,1,9,6,16,Low
2.13,39,72,96.85,9,2,8,1,6,1,2,7,4,High
3.16,106,61,54.37,6,6,7,2,3,1,6,4,0,Low
2.69,154,98,77.9,5,3,6,4,3,0,9,5,12,Low
3.24,156,79,62.69,5,1,2,4,9,0,0,10,3,Medium
2.09,148,80,56.95,3,6,5,3,6,1,5,10,7,High
3.74,57,77,60.95,2,5,3,3,5,1,10,1,19,Medium
3.95,63,71,78.89,6,9,2,1,2,1,10,13,5,High
3.94,105,93,53.26,1,6,1,1,8,1,10,11,14,Low
3.5,63,77,71.71,7,5,9,4,5,1,1,9,14,Low
2.26,93,62,56.76,5,1,2,4,1,0,1,11,15,High
3.52,138,74,63.63,4,1,1,0,9,0,10,1,8,Medium
2.05,141,93,59.54,9,1,7,4,1,1,7,13,4,Medium
2.04,153,95,94.15,1,7,9,4,0,0,2,2,15,Low
2.65,70,56,85.4,4,6,6,3,4,1,8,3,6,Low
2.98,57,94,93.42,3,5,8,0,9,0,3,5,2,Low
3.54,70,55,69.17,6,4,7,0,5,1,5,5,9,High
3.37,29,73,65.67,5,8,9,1,2,1,0,2,15,Low
2.89,139,68,69.03,7,8,7,1,3,1,10,0,11,High
2.55,89,68,50.93,1,5,6,0,4,1,9,2,8,Low
3.99,104,85,86.24,5,4,1,0,3,0,9,3,15,High
2.85,76,58,67.49,2,2,9,1,8,1,2,8,8,High
2.9,145,97,65.67,2,7,5,3,2,1,3,9,6,Low
2.33,58,85,79.91,2,5,2,3,4,1,4,7,10,High
3.59,52,87,71.81,9,3,8,3,6,1,0,12,16,Low
3.39,37,89,99.04,3,9,4,3,6,0,3,3,9,Medium
2.44,76,78,67.81,4,9,3,1,5,0,4,6,14,Medium
2.16,115,73,80.69,5,8,1,2,8,0,3,12,9,Medium
3.36,67,97,65.58,4,1,5,4,6,1,9,12,1,High
3.31,61,54,99.53,4,3,3,4,3,0,9,8,15,High
2.55,46,91,72.26,5,2,4,4,9,1,6,1,6,Low
3.9,93,94,81.71,9,4,9,4,8,0,7,2,14,High
2.3,129,75,56.34,9,2,7,1,5,0,11,0,16,Medium
2.86,51,63,86.65,6,8,5,2,0,1,7,7,12,High
3.89,45,88,63.46,3,1,8,1,8,0,2,1,18,Medium
2.84,44,78,72.43,6,4,6,2,6,1,4,6,7,Low
3.28,94,55,94.16,4,5,2,1,5,0,9,6,8,Low
2.8,42,56,98.53,3,4,7,0,5,1,7,10,18,High
2.55,76,86,71.23,6,8,1,2,3,1,6,2,16,Medium
3.97,145,67,91.74,6,2,3,4,3,1,8,1,9,Low
2.82,106,72,52.67,2,9,1,2,2,1,9,2,13,High
3.79,50,93,92.38,9,2,1,3,7,0,6,11,11,Medium
2.46,83,87,81.48,8,2,5,2,7,1,1,7,19,Low
2.43,52,50,74.44,6,2,6,3,1,0,3,11,6,Medium
2.06,21,53,94.5,1,8,3,3,4,1,11,8,8,High
3.3,37,93,92.27,2,3,3,0,8,1,11,10,17,High
2.74,103,96,64.85,4,8,3,2,8,1,7,7,6,Low
3.73,54,84,89.57,7,7,1,0,6,1,8,10,3,Low
2.95,133,72,54.97,9,4,5,4,3,0,6,1,7,High
3.94,129,76,91.14,5,7,1,2,3,0,4,11,17,Low
2.37,107,75,83.77,2,8,3,1,9,1,0,12,14,High
3.74,91,57,54.39,1,6,6,1,6,0,8,8,6,Medium
3.55,144,92,84.15,1,6,6,1,2,0,11,5,7,High
3.54,49,65,79.03,5,3,3,3,2,1,5,11,0,High
3.69,72,90,79.73,7,5,9,1,4,0,1,1,10,Medium
3.52,157,52,64.54,9,2,8,4,5,1,10,8,9,Low
3.25,106,81,63.32,9,5,3,2,7,1,9,4,4,Medium
2.26,158,54,88.13,8,5,5,2,0,0,9,14,1,Medium
2.07,32,69,62.84,1,7,5,3,6,0,1,5,1,High
3.84,59,63,72.31,5,4,5,3,7,1,9,0,18,Medium
3.23,108,81,84.74,6,6,3,3,4,1,0,11,15,High
3.59,87,75,53.98,6,9,5,4,9,1,11,12,10,Medium
2.96,61,96,79.73,4,4,5,2,1,0,3,13,13,Low
2.23,113,55,79.47,1,6,4,0,3,1,9,1,4,Medium
2.25,38,85,84.21,3,9,4,3,5,1,10,0,3,High
3.37,42,89,68.5,4,1,2,1,8,1,1,3,18,Medium
2.86,73,54,72.45,4,8,9,0,1,1,9,1,9,High
